// 神秘紫箱开出物品列表

// Structure of Database:
// GroupID,ItemID,Rate

2,501,14	//红色药水
2,502,14	//赤色药水
2,503,14	//黄色药水
2,504,14	//白色药水
2,505,14	//蓝色药水
2,506,14	//绿色药水
2,507,14	//红色药草
2,508,14	//黄色药草
2,509,14	//白色药草
2,510,14	//蓝色药草
2,511,14	//绿色药草
2,512,14	//苹果
2,513,14	//香蕉
2,514,14	//葡萄
2,515,14	//红萝卜
2,516,14	//蕃薯
2,517,14	//肉
2,518,14	//蜂蜜
2,519,14	//牛奶
2,520,14	//西纳雷叶子
2,521,14	//芦荟叶子
2,522,14	//玛丝黛拉果实
2,523,14	//圣水
2,525,14	//万能药
2,526,14	//蜂胶
2,528,14	//魔物饲料
2,529,14	//糖果
2,530,14	//柺杖糖
2,531,14	//苹果汁
2,532,14	//香蕉汁
2,533,14	//葡萄汁
2,534,14	//红萝卜汁
2,535,14	//南瓜
2,536,14	//霜淇淋
2,537,14	//宠物饲料
2,538,14	//姜饼
2,539,14	//小蛋糕
2,544,14	//生鱼片
2,545,14	//红色纤细药水
2,546,14	//黄色纤细药水
2,547,14	//白色纤细药水
2,548,14	//起士
2,549,14	//美味蕃薯
2,550,14	//仙贝
2,551,14	//明虾寿司
2,553,14	//包子
2,555,14	//糕饼
2,558,14	//巧克力
2,561,14	//白色情人巧克力
2,601,14	//苍蝇翅膀
2,602,14	//蝴蝶翅膀
2,603,614	//神秘箱子
2,604,214	//枯树枝
2,605,14	//曼特疗伤药
2,606,14	//芦荟汁液
2,607,14	//天地树果实
2,608,14	//天地树芽
2,609,14	//返魂符
2,610,14	//天地树叶子
2,611,14	//放大镜
2,612,14	//携带用熔矿炉
2,613,14	//钢铁锤子
2,614,14	//黄金锤子
2,615,14	//神之金属锤子
2,616,1	//老旧收集册
2,617,103	//神秘紫箱
2,618,14	//老旧卷轴
2,619,14	//青苹果
2,620,14	//浓缩柳橙汁
2,621,14	//苦味草
2,622,14	//彩色红萝卜
2,623,14	//变态蚯蚓
2,624,14	//腐臭之鱼
2,625,14	//锈铁
2,626,14	//魔物饮料
2,627,14	//魔物牛奶
2,628,14	//营养大骨
2,629,14	//呢喃花
2,630,14	//青苔
2,631,14	//青嫩毒草
2,632,14	//营养蚯蚓
2,633,14	//魔物番薯
2,634,14	//魔物香蕉
2,635,14	//魔物之证
2,636,14	//魔物信件
2,637,14	//魔物扫把
2,638,14	//纯洁银刃
2,639,14	//驯服手镯
2,640,14	//闪烁之石
2,641,14	//黑暗合约书
2,642,14	//恶魔召唤书
2,643,14	//携带用孵蛋器
2,644,114	//礼物箱
2,645,14	//集中药水
2,656,14	//觉醒药水
2,657,14	//菠色克药水
2,659,14	//心爱女人之回忆
2,663,14	//年糕
2,664,14	//礼盒
2,665,14	//礼盒
2,666,14	//礼盒
2,667,14	//礼盒
2,668,14	//红包
2,678,14	//毒药瓶
2,679,14	//召还丹
2,701,14	//欧拉欧拉
2,702,14	//家畜血
2,703,14	//西纳雷花
2,704,14	//芦荟
2,705,14	//三叶幸运草
2,706,14	//四叶幸运草
2,707,14	//哀唱草
2,708,14	//曼特花
2,710,14	//幻想花
2,711,14	//芽苗
2,712,14	//花
2,713,14	//空瓶
2,714,14	//华丽金属
2,715,14	//黄色魔力矿石
2,716,14	//红色魔力矿石
2,717,14	//蓝色魔力矿石
2,718,14	//深红宝石
2,719,14	//紫宝石
2,720,14	//天蓝宝石
2,721,14	//绿宝石
2,722,14	//珍珠
2,723,14	//红宝石
2,724,14	//诅咒红宝石
2,725,14	//大红宝石
2,726,14	//蓝宝石
2,727,14	//白宝石
2,728,14	//黄宝石
2,729,14	//青绿宝石
2,730,14	//1克拉钻石
2,731,14	//2克拉钻石
2,732,14	//3克拉钻石
2,733,14	//受损的钻石
2,734,14	//红色相框
2,735,14	//蓝色陶瓷器
2,736,14	//白色盘子
2,737,14	//黑色杓子
2,738,14	//笔筒
2,739,14	//化妆品
2,740,14	//疯兔娃娃
2,741,14	//波利娃娃
2,742,14	//苍蝇娃娃
2,743,14	//魔菇娃娃
2,744,14	//花束
2,745,14	//捧花
2,746,14	//玻璃珠
2,747,14	//水晶镜子
2,748,14	//永恒玫瑰
2,749,14	//冰雕玫瑰
2,750,14	//巴风特娃娃
2,751,14	//俄塞里斯娃娃
2,752,14	//摇滚蝗虫娃娃
2,753,14	//溜溜猴娃娃
2,754,14	//狸猫娃娃
2,756,14	//神之金属原石
2,757,14	//铝原石
2,901,14	//辫子
2,902,14	//树根
2,903,14	//爬虫类舌头
2,904,14	//蝎子尾巴
2,905,14	//植物梗
2,906,14	//鳞片梗
2,907,14	//枯木汁
2,908,14	//青蛙蛋
2,909,14	//杰勒比结晶
2,910,14	//加勒结晶
2,911,14	//雪勒结晶
2,912,14	//刹勒空结晶
2,913,14	//蝙蝠牙
2,914,14	//毛
2,915,14	//蛹壳
2,916,14	//羽毛
2,917,14	//鸟指甲
2,918,14	//粘糊的蹼
2,919,14	//动物外皮
2,920,14	//狼指甲
2,921,14	//香菇芽孢
2,922,14	//兽人犬齿
2,923,14	//恶魔角
2,924,14	//蝴蝶翅膀粉末
2,925,14	//鸟嘴
2,926,14	//蛇鳞
2,928,14	//昆虫触角
2,929,14	//不死心脏
2,930,14	//腐烂绷带
2,931,14	//兽人战士之证
2,932,14	//死人遗骨
2,934,14	//亡者遗物
2,935,14	//坚硬外壳
2,936,14	//鳞片皮肤
2,937,14	//毒牙
2,938,14	//粘稠液体
2,939,14	//蜂针
2,940,14	//蝗虫后腿
2,941,14	//牛鼻环
2,942,14	//猴子尾巴
2,943,14	//坚硬外皮
2,944,14	//马蹄
2,945,14	//变身叶子
2,946,14	//蜗牛壳
2,947,14	//硬角
2,948,14	//熊掌
2,949,14	//柔毛
2,950,14	//人鱼之心
2,951,14	//背鳍
2,952,14	//仙人掌刺
2,953,14	//石心
2,954,14	//发亮鳞片
2,955,14	//昆虫外壳
2,956,14	//鳃刺
2,957,14	//亡者指甲
2,958,14	//亡者牙齿
2,959,14	//腐烂鳞片
2,960,14	//钳子
2,961,14	//海螺
2,962,14	//触须
2,963,14	//锐利麟片
2,964,14	//螃蟹外壳
2,965,14	//蛤蜊外壳
2,966,14	//蛤蜊肉
2,967,14	//乌龟外壳
2,968,14	//兽人英雄之证
2,969,14	//黄金
2,970,14	//酒精
2,971,14	//帝特立米药水
2,972,14	//卡勒波迪药水
2,973,14	//中和剂
2,974,14	//混合剂
2,975,14	//红色染料
2,976,14	//黄色染料
2,978,14	//蓝色染料
2,979,14	//绿色染料
2,980,14	//赤色染料
2,981,14	//紫色染料
2,982,14	//白色染料
2,983,14	//黑色染料
2,984,14	//神之金属
2,985,14	//铝
2,986,14	//铁砧
2,987,14	//神之金属铁砧
2,988,14	//黄金铁砧
2,989,14	//华丽金属铁砧
2,990,14	//火灵矿石
2,991,14	//水灵矿石
2,992,14	//风灵矿石
2,993,14	//地灵矿石
2,994,14	//火灵原石
2,995,14	//水灵原石
2,996,14	//风灵原石
2,997,14	//土灵原石
2,998,14	//铁
2,999,14	//钢铁
2,1000,14	//星星的角
2,1001,14	//星星的粉末
2,1002,14	//铁矿石
2,1003,14	//煤矿
2,1004,14	//忠诚之证
2,1005,14	//高级铁砧
2,1006,14	//古魔法书
2,1007,14	//慧眼
2,1008,14	//泯灭之心
2,1009,14	//神之手
2,1010,14	//强化武器金属-级数一
2,1011,14	//强化武器金属-级数二
2,1012,14	//伞蜥颈
2,1013,14	//彩色昆虫外壳
2,1014,14	//蚂蚁下巴
2,1015,14	//细长舌头
2,1016,14	//鼠尾
2,1017,14	//鼠须
2,1018,14	//鼠指甲
2,1019,14	//玛哪树枝
2,1020,14	//长发
2,1021,14	//土人之角
2,1022,14	//狐狸尾巴
2,1023,14	//鱼尾
2,1024,14	//墨汁
2,1025,14	//蜘蛛丝
2,1026,14	//橡实
2,1027,14	//刺猬尖刺
2,1028,14	//野猪毛
2,1029,14	//虎皮
2,1030,14	//虎掌
2,1031,14	//螳螂臂
2,1032,14	//噬人树花
2,1033,14	//噬人树根
2,1034,14	//哥布灵毛
2,1035,14	//龙牙
2,1036,14	//龙鳞
2,1037,14	//龙尾
2,1038,14	//小恶魔角
2,1039,14	//小恶魔翅膀
2,1040,14	//老妖精胡须
2,1041,14	//手提灯
2,1042,14	//昆虫后脚
2,1043,14	//兽人指甲
2,1044,14	//兹诺克之牙
2,1045,14	//圣殿士面具
2,1046,14	//蝎子之钳
2,1047,14	//蛇女之首
2,1048,14	//蛇发
2,1049,14	//韩服
2,1050,14	//血管
2,1051,14	//脑管
2,1052,14	//单细胞
2,1053,14	//人鱼之牙
2,1054,14	//人鱼嘴巴
2,1055,14	//蚯蚓皮
2,1056,14	//黄玉碎片
2,1057,14	//蛾蝶虫翅膀粉末
2,1058,14	//蛾蝶翅膀
2,1059,14	//透明之布
2,1060,14	//金色头发
2,1061,14	//魔女之星沙
2,1062,14	//南瓜头
2,1063,14	//锐利锥子
2,1064,14	//鞭绳
2,1065,14	//设置用陷阱道具
2,1066,14	//天地树枝
2,1067,14	//智慧树枝
2,1068,14	//世界树枝
2,1088,14	//梦罗克水溶液试管
2,1089,14	//斐扬水溶液试管
2,1092,14	//空试管
2,1093,14	//空药瓶
2,1094,14	//短辫子
2,1095,14	//指针
2,1096,14	//圆形外皮
2,1097,14	//破旧书页
2,1098,14	//手铐
2,1099,14	//老旧犯人服
2,1102,7	//长剑
2,1105,7	//圆月刀
2,1108,7	//厚刃剑
2,1111,7	//击刺长剑
2,1114,7	//弯刀
2,1117,7	//武士刀
2,1120,7	//日本刀
2,1124,7	//兽人刀
2,1125,7	//圆柄马刀
2,1127,7	//骑兵之剑
2,1128,7	//海东剑
2,1129,7	//水纹之剑
2,1152,7	//双手剑
2,1155,7	//亚尔特剑
2,1158,7	//双手巨剑
2,1162,7	//双手重剑
2,1163,7	//十字巨剑
2,1202,7	//短剑
2,1205,7	//卡特短剑
2,1208,7	//笨拙短剑
2,1211,7	//德克短剑
2,1214,7	//大驹短剑
2,1217,7	//双刃短剑
2,1220,7	//长柄短剑
2,1226,7	//大马士革短剑
2,1243,7	//初学者笨拙短剑
2,1251,7	//拳刃
2,1253,7	//卡塔勒拳刃
2,1255,7	//秘刃 闇啸
