//============================================================
// eAthena Chinese Translation Project 汉化组
//============================================================
// 人工生命体技能树 数据 (Renewal)
//
// 最新汉化修正日期: 2010.10.04
//------------------------------------------------------------
// 数据结构:
// <生命体ID>,<技能ID>,<最大等级>{,基本等级需求},<前置技1-ID>,<前置技1-等级>,...,<前置技5-ID>,<前置技5-等级>
//------------------------------------------------------------
// 
//------------------------------------------------------------
//丽芙
6001,8001,5,0,0,0,0,0,0,0,0,0,0 //治愈之手
6001,8002,5,8001,3,0,0,0,0,0,0,0,0 //轻捷移动
6001,8003,5,8001,5,0,0,0,0,0,0,0,0 //脑手术
//艾咪斯可鲁
6002,8005,5,0,0,0,0,0,0,0,0,0,0 //位置互换
6002,8006,5,8005,5,0,0,0,0,0,0,0,0 //防御力
6002,8007,5,8006,3,0,0,0,0,0,0,0,0 //活命之肤
//飞里乐
6003,8009,5,0,0,0,0,0,0,0,0,0,0 //月光
6003,8010,5,8009,3,0,0,0,0,0,0,0,0 //横越速度
6003,8011,5,8010,3,0,0,0,0,0,0,0,0 //紧急回避
//巴尼米乐斯
6004,8013,5,0,0,0,0,0,0,0,0,0,0 //善变
6004,8014,5,8013,3,0,0,0,0,0,0,0,0 //混乱的祈福
6004,8015,5,8013,5,0,0,0,0,0,0,0,0 //变更指示
//丽芙2
6005,8001,5,0,0,0,0,0,0,0,0,0,0 //治愈之手
6005,8002,5,8001,3,0,0,0,0,0,0,0,0 //轻捷移动
6005,8003,5,8001,5,0,0,0,0,0,0,0,0 //脑手术
//艾咪斯可鲁2
6006,8005,5,0,0,0,0,0,0,0,0,0,0 //位置互换
6006,8006,5,8005,5,0,0,0,0,0,0,0,0 //防御力
6006,8007,5,8006,3,0,0,0,0,0,0,0,0 //活命之肤
//飞里乐2
6007,8009,5,0,0,0,0,0,0,0,0,0,0 //月光
6007,8010,5,8009,3,0,0,0,0,0,0,0,0 //横越速度
6007,8011,5,8010,3,0,0,0,0,0,0,0,0 //紧急回避
//巴尼米乐斯2
6008,8013,5,0,0,0,0,0,0,0,0,0,0 //善变
6008,8014,5,8013,3,0,0,0,0,0,0,0,0 //混乱的祈福
6008,8015,5,8013,5,0,0,0,0,0,0,0,0 //变更指示
//丽芙_H
6009,8001,5,0,0,0,0,0,0,0,0,0,0 //治愈之手
6009,8002,5,8001,3,0,0,0,0,0,0,0,0 //轻捷移动
6009,8003,5,8001,5,0,0,0,0,0,0,0,0 //脑手术
6009,8004,3,0,0,0,0,0,0,0,0,0,0 //智力变换
//Amistr_H
6010,8005,5,0,0,0,0,0,0,0,0,0,0 //位置互换
6010,8006,5,8005,5,0,0,0,0,0,0,0,0 //防御力
6010,8007,5,8006,3,0,0,0,0,0,0,0,0 //活命之肤
6010,8008,3,0,0,0,0,0,0,0,0,0,0 //血的贪求
//飞里乐_H
6011,8009,5,0,0,0,0,0,0,0,0,0,0 //月光
6011,8010,5,8009,3,0,0,0,0,0,0,0,0 //横越速度
6011,8011,5,8010,3,0,0,0,0,0,0,0,0 //紧急回避
6011,8012,3,0,0,0,0,0,0,0,0,0,0 //S.B.R.44
//巴尼米乐斯_H
6012,8013,5,0,0,0,0,0,0,0,0,0,0 //善变
6012,8014,5,8013,3,0,0,0,0,0,0,0,0 //混乱的祈福
6012,8015,5,8013,5,0,0,0,0,0,0,0,0 //变更指示
6012,8016,3,0,0,0,0,0,0,0,0,0,0 //生物爆炸
//丽芙2_H
6013,8001,5,0,0,0,0,0,0,0,0,0,0 //治愈之手
6013,8002,5,8001,3,0,0,0,0,0,0,0,0 //轻捷移动
6013,8003,5,8001,5,0,0,0,0,0,0,0,0 //脑手术
6013,8004,3,0,0,0,0,0,0,0,0,0,0 //智力变换
//艾咪斯可鲁_H
6014,8005,5,0,0,0,0,0,0,0,0,0,0 //位置互换
6014,8006,5,8005,5,0,0,0,0,0,0,0,0 //防御力
6014,8007,5,8006,3,0,0,0,0,0,0,0,0 //活命之肤
6014,8008,3,0,0,0,0,0,0,0,0,0,0 //血的贪求
//飞里乐2_H
6015,8009,5,0,0,0,0,0,0,0,0,0,0 //月光
6015,8010,5,8009,3,0,0,0,0,0,0,0,0 //横越速度
6015,8011,5,8010,3,0,0,0,0,0,0,0,0 //紧急回避
6015,8012,3,0,0,0,0,0,0,0,0,0,0 //S.B.R.44
//巴尼米乐斯2_H
6016,8013,5,0,0,0,0,0,0,0,0,0,0 //善变
6016,8014,5,8013,3,0,0,0,0,0,0,0,0 //混乱的祈福
6016,8015,5,8013,5,0,0,0,0,0,0,0,0 //变更指示
6016,8016,3,0,0,0,0,0,0,0,0,0,0 //生物爆炸
